term_id,term,baseline_cluster_id,method,evidence
term_438ebeb43c6e54618660,Ratio of the proportion of tertiary students over the proportion of the population by NUTS 1 and NUTS 2 region,cluster_488a20112d22,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_524f26c23c149007b7c1,Real GDP growth rate,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_680d8add75684ad731c8,Real GDP growth rate - volume,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_21415cb11e781cdfeb3d,Real GDP per capita,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_34ee60daa9822653ce56,Regional disparities in gender employment gap (NUTS level 2),cluster_488a20112d22,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6292bbab930d004a75ac,Regional disparities in long-term unemployment rates (NUTS level 2),cluster_488a20112d22,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d72c23437b51f7d6c80e,Regional disparities in the rate of young people neither in employment nor in education and training (NEET) (NUTS level 2),cluster_488a20112d22,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f177d5318f6bbdc99d9b,Relative median income ratio (60+),cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3de4fab0404f410eda9e,Relative median income ratio (65+),cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_22efd91c36cb3cff4359,Relative median income ratio (65+) - EU-SILC and ECHP surveys,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c13633b1f5d1178e4b09,Relative poverty gap by risk of poverty and work intensity of the households with income from benefits,cluster_a2e4cd40e034,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_849e62807acaa4f25c07,"Relative poverty threshold after social transfers, income per month",cluster_a2e4cd40e034,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_76c2945b074128c6464f,"Relative poverty threshold after social transfers, income per month - ENP-East countries",cluster_a2e4cd40e034,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fb2242632dabfe71b151,Research and development expenditure by sector of performance,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_18ca3b5c7d836a170234,"Residential construction - annual data, % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e05002e50ec575d45b7d,Retail trade volume of sales,cluster_dbc31c45707c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ba47358bfc54de8095aa,Retail trade volume of sales - automotive fuel,cluster_dbc31c45707c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d89120ce008c2ccbdc95,"Retail trade volume of sales - food, beverages and tobacco",cluster_dbc31c45707c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4c5308d0a19b91efd0ab,Retail trade volume of sales - non food,cluster_dbc31c45707c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3b7f7fbc9919a7ca04c3,Retail trade volume of sales - total,cluster_dbc31c45707c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4aac2f9ebd7575071967,Retail trade volume of sales index (deflated turnover),cluster_dbc31c45707c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d6f5bc46e400e8956380,Retail trade volume of sales index (deflated turnover) - ENP-East countries,cluster_dbc31c45707c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4ea94854b36b7164e6fb,"Road cabotage transport by country in which cabotage takes place (t, tkm)",cluster_0026a7097726,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0da9b68f84efad225392,"Road cabotage transport by country in which cabotage takes place (t, tkm) - (from onwards)",cluster_0026a7097726,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_05c0b6ba67174ffe73ae,Road cabotage transport by country in which cabotage takes place (tkm),cluster_0026a7097726,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c5b812f5d9a40c40c48e,Road cabotage transport performed by each (tkm),cluster_0026a7097726,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bac0c3c9920f444b2b53,Road freight transport,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_00f3ee6bf94038cfb789,Road freight transport - ENP-East countries,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5e4df62ef683da8502b4,Road freight transport - ENP-South countries,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bd16ed3b50396db5bfb6,road freight transport in volume,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_35f091028bedc80f3304,Road traffic: road freight transport in volume,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_793c46c555df1c2cc3be,"Rye and winter cereal mixtures by area, production and humidity",cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_acd69213722fdbfd0960,Sales and collection of portable batteries and accumulators,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c943668852a9a733cf2d,Sea transport of goods,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8030a23a4a2dc7be617b,Secondary energy production (transformation),cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_65f931a9d4bebf6fc3e4,"Secondary wood products, production",cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3c6db2dfbfb5d56d21f8,Selling prices of barley,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8ae9febccaa808aa61b1,Selling prices of calves,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7e6b66c9d3d0e5d8a5de,Selling prices of chickens (live 1st choice),cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1b5c2b9c0bccd1eda4f0,Selling prices of fresh eggs,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_47ac29381f85fbf42700,Selling prices of main crop potatoes,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e8bb5187b5795bdb8efb,Selling prices of maize,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2c07bd94b4e43d46432e,Selling prices of oats,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e1ed281f7f0b76371214,Selling prices of piglets,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6e08e94ef6da9bc1d1a2,Selling prices of pigs (light),cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ecdcf7eb31b6f39bf823,Selling prices of raw cow's milk,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ade4d4857a14058b599e,Selling prices of sheep,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_95e7e6f2848eac909c03,Selling prices of soft wheat,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a98332e2942b3c18dca1,Selling prices of sugar beet (unit value),cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ffd9b4c7b420884fbe19,Severe housing deprivation rate by income quintile,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_807855b35101cb82e6e2,Sewage sludge production and disposal from urban wastewater (in dry substance (d.s)),cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1b743ced7fa697781fea,Share of buses and trains in passenger transport,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d9dc4d60cef3d7a1efdf,Share of GBARD in total general government expenditure,cluster_15c8a09ae6f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_afe7759e5baca150ea21,Share of organic crop area out of the total utilised agricultural area (UAA),cluster_b606967bfaf1,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f2f7044cf051e6ac588e,Share of people living in under-occupied dwellings by degree of urbanisation - total population,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3af505742b8264ff30b3,Share of people living in under-occupied dwellings by tenure status - total population,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_823f0fdf459aef1fe7d0,Share of rail and waterways in freight transport,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e2b8352ea0bd6d24d2a8,Share of total population considering their dwelling as too dark,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d6eb62d83d043213445a,Share of total population considering their dwelling as too dark - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e240bb227d56e6e7f6a3,"Share of total population having neither a bath, nor a shower in their dwelling",cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_658d47fb6d3c1b8c88df,"Share of total population having neither a bath, nor a shower in their dwelling - EU-SILC survey",cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0b83f07eaa7dd6ad6447,"Share of total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames of floor",cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7218e473cbfc459e7f00,"Share of total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames of floor - EU-SILC survey",cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5cdcf9cf1a2d52d3887b,Share of total population not having indoor flushing toilet for the sole use of their household,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_452027397b2cdcf36d77,Share of total population not having indoor flushing toilet for the sole use of their household - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a03bdea9a2c1ac178e82,"Short sea shipping - country level - gross weight of goods transported to/from main ports, by direction",cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9a3dacd0972009bf63b3,"Short sea shipping - country level - volume (in TEUs) of containers transported to/from main ports, by loading status",cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c179b5f3ca305b4b45df,"Short sea shipping - EU level - gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3bdd979f3dc7ba4e0a66,Social protection expenditure excluding administrative costs (including health expenditure),cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d5170af9bd18d3defe26,Social protection expenditure excluding administrative costs (including health expenditure) - % of GDP - ENP-East countries,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_908f14554d236f99c580,Standardised death rate due to homicide by sex,cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2f610bfeb326156a6008,"Standardised death rate due to tuberculosis, HIV and hepatitis by type of disease",cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2628c6a89a9f36655b7d,Standardised incidence rate of accidents at work by NACE Rev. 1.1 activity and employment status,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_81d71c36ce39beb87a6b,Students in post-compulsory education - as % of the total population of post-compulsory school age,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1525307af6e8b30b1efb,Subjective poverty by educational attainment level (population aged 18 and over),cluster_a2e4cd40e034,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_127015b9847860423017,Suicide death rate by age group,cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a9c7f2dcbb2456b21fef,Tax rate on low wage earners - Unemployment trap,cluster_291a8ffad33e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0861fc84eecc384d6adc,"Territorialised road freight transport, by transport coverage",cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_71d5be4aff0fb69bb056,"Territorialised road freight transport, by transport coverage - annual data",cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_66732f938ee1a81097cf,The real gross disposable income of households per capita (index =),cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0909d04619556ce772ab,Time spent on travelling by mode of transport (and),cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2277dced936ebe7e514b,Total employment by age group,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aa68604b0a18d14e8f75,Total employment by age group - ENP-South countries,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cb729a0a0923670b9a0c,total population,cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a32ba4e10b1eca08f244,Turnover by client specialisation and employment size class,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dcec609979d5cb0e0dbb,Turnover by nationality of client and employment size class,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0fc1db91c993288de631,Turnover by product specialisation and employment size class for group 72.2,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d586e925d2063811eb99,Turnover by type of client and employment size class,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1529764711dbbdad5438,Unemployment by sex - age group 15-24,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_93fc17aa9b69df511486,Unemployment by sex - age group 25-74,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_79bdfae6a83ca066ae99,Unemployment rate - 3 year average,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e41a8a27162e454712ee,Unemployment rate - annual data,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1af71f3547cf8a591b56,"Unemployment rate - quarterly data, seasonally adjusted",cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a7ea42520f4578ca635,Unemployment rate by education level,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a37e7a638feff73a0a92,Unemployment rate by sex - age group 15-24,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a8ad46b0a7ab4a8761a8,Unemployment rate by sex - age group 25-74,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7a27f1dacce2f021d0c4,Unemployment rates (persons aged 25-64) by educational attainment level,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6740e82c105d11b93340,Unemployment rates by sex and age,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c396f89acaee68a2c8bf,Unemployment rates by sex and age - ENP-East countries,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3e78a36a740b5f059ecd,Unemployment rates by sex and age - ENP-South countries,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_608d058dd9f4afca7ce3,Unemployment trap,cluster_291a8ffad33e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fa38f209e4b8c386f58c,Unitisation in maritime freight transport,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8cd6e2e0f19af59b9a69,Unitisation in maritime freight transport - tonnes for gross weight of goods,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3b2614c8b53e660d154a,Unitisation in rail freight transport- tonne-kilometre for gross-gross weight of goods,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1eda2413fab212d2b53a,Unitisation in road freight transport,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_735f5b874e0e33937a24,Unitisation in road freight transport - tonne-kilometre for gross weight of goods,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c7b4b6d9a065c9bf8846,Unitisation in the different modes of transport,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0cfd941ee23def242bc0,Unitisation in the different modes of transport - tonne-kilometre for gross weight of goods,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ada6f8ab141a96788083,Unitisation in waterways freight transport,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c920190059a666a1895b,Unitisation in waterways freight transport - tonne-kilometre for gross-gross weight of goods,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aaf50cda1682e2356755,Use and risk of chemical pesticides,cluster_b92bbebc9074,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0b3b81a0f6a2a4f0bc27,Usually resident population on 1 January,cluster_4ad4cace8f43,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2e8cbd82183180402590,Vaccination against influenza of population aged 65 and over,cluster_9fa9784197d1,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dcdfd7d57ed36874c698,Value Added in Foreign Controlled Enterprises,cluster_3d19854cb005,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_783f110b27cf7b2988d8,"volume (in TEUs) of containers transported to/from main ports, by loading status",cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e31f733dac43272facbc,Volume of freight transport relative to GDP,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5e60d2f1d1859714617a,Volume of passenger transport relative to GDP,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7beb7e648657fdf85a26,waterway transport enterprises by number of vessels,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_46c5d867f1991ca07183,Weights of producer prices of agricultural products,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5f2113363aa4f765d57e,Weights of producer prices of agricultural products - survey,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d6d6bbf88f45ac0fed3e,Weights of purchase prices of the means of agricultural production,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0a75239384408607d20b,Weights of purchase prices of the means of agricultural production - survey,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_084a82356f88b7f13c12,"Wheat and spelt by area, production and humidity",cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1e5fd1a337fed64610ed,"Women who have experienced violence by a domestic perpetrator, by country of birth",cluster_75d91075175e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c8283b83f20914d744b0,"Women who have experienced violence by a non-partner, by country of birth",cluster_75d91075175e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ab56bb9eb34a3bbd6d39,"Women who have experienced violence by any perpetrator, by country of birth",cluster_75d91075175e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_055bfac06b09b11dc896,Young persons (aged 15-24) neither in employment nor in education and training,cluster_4ba888595f32,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2e9ce14b15b7a574fa90,Young persons (aged 15-24) neither in employment nor in education and training - % of total population in private households in the same age group,cluster_4ba888595f32,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2c531a8a827df2e14928,Young persons neither in employment nor in education and training (NEET) by citizenship,cluster_4ba888595f32,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cc3e04edd8ae8955e635,Young persons neither in employment nor in education and training (NEET) by sex,cluster_4ba888595f32,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9672d50aacb8ed271606,Youth employment rate (age group 20-29),cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9d019695e06bee470d9e,Youth unemployment rate,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a159da8f44b32a6a971,Youth unemployment rate - % of active population aged 15-24,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b729ad875ff9c728f329,Youth unemployment rate by sex,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_37cf41b2716bfe4cd304,Youth unemployment ratio (age group 15-24),cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
